Категория,Эффект,Уровень,Класс,Специализация,Роль,Фактическая аура,Spell ID,Возможностей,Встречено,Покрытие,Специфичность,Охват игроков,Босс-цель,Уверенность,Балл,Статус модели,Значение базы,Примечание
Утилити-дебафы,Healing Reduction,Спек,Cultist,Godblade,Мили-DPS,Touch of the Void,572046,174,171,0.9827586206896551,1,0,0.9883040935672515,Высокая,0.8968421052631579,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,10% Spell Damage,Спек,Cultist,Godblade,Мили-DPS,Touch of the Void,572046,174,171,0.9827586206896551,1,0,0.9883040935672515,Высокая,0.8968421052631579,На проверку,Spell Dmg Taken (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Cultist,Godblade,Мили-DPS,Touch of the Void,572046,174,171,0.9827586206896551,1,0,0.9883040935672515,Высокая,0.8968421052631579,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Stamina,Класс,Knight of Xoroth,Все специализации класса,Мили-DPS; Танк,Greater Mark of Korth’azz,680300,188,45,0.2393617021276596,1,1,0,Средняя,0.6412765957446809,На проверку,Stamina (Fort),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Strength,Класс,Knight of Xoroth,Все специализации класса,Мили-DPS; Танк,Greater Mark of Korth’azz,680300,188,45,0.2393617021276596,1,1,0,Средняя,0.6412765957446809,На проверку,Flat Strength,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Intellect,Класс,Knight of Xoroth,Все специализации класса,Мили-DPS; Танк,Greater Mark of Korth’azz,680300,188,45,0.2393617021276596,1,1,0,Средняя,0.6412765957446809,На проверку,Flat Intellect,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,5% Resource Reduction,Класс,Knight of Xoroth,Все специализации класса,Мили-DPS; Танк,Greater Mark of Korth’azz,680300,188,45,0.2393617021276596,1,1,0,Средняя,0.6412765957446809,На проверку,Cost Reduction (5%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Fire Resistance,Класс,Knight of Xoroth,Все специализации класса,Мили-DPS; Танк,Greater Mark of Korth’azz,680300,188,45,0.2393617021276596,1,1,0,Средняя,0.6412765957446809,На проверку,Fire,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Frost Resistance,Класс,Knight of Xoroth,Все специализации класса,Мили-DPS; Танк,Greater Mark of Korth’azz,680300,188,45,0.2393617021276596,1,1,0,Средняя,0.6412765957446809,На проверку,Frost,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Shadow Resistance,Класс,Knight of Xoroth,Все специализации класса,Мили-DPS; Танк,Greater Mark of Korth’azz,680300,188,45,0.2393617021276596,1,1,0,Средняя,0.6412765957446809,На проверку,Shadow,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Arcane Resistance,Класс,Knight of Xoroth,Все специализации класса,Мили-DPS; Танк,Greater Mark of Korth’azz,680300,188,45,0.2393617021276596,1,1,0,Средняя,0.6412765957446809,На проверку,Arcane,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,5% Attack Power,Спек,Knight of Xoroth,Hellfire,Мили-DPS,Doom,802609,78,75,0.9615384615384616,1,0,0,Средняя,0.63,На проверку,Attack Power %,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Done (all),Спек,Knight of Xoroth,Hellfire,Мили-DPS,Doom,802609,78,75,0.9615384615384616,1,0,0,Средняя,0.63,На проверку,All Damage Done (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Critical Strike Chance,Спек,Knight of Xoroth,Hellfire,Мили-DPS,Doom,802608,78,68,0.8717948717948718,1,0,1,Высокая,0.9,На проверку,Spell Crit Taken Debuff (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Cast Speed Slow,Спек,Knight of Xoroth,Hellfire,Мили-DPS,Doom,802608,78,68,0.8717948717948718,1,0,1,Высокая,0.9,На проверку,Cast Slow 30%,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Critical Strike (all),Спек,Knight of Xoroth,War,Мили-DPS,Greater Mark of Korth’azz,680300,154,32,0.2077922077922078,0.7657822506861848,1,0,Низкая,0.5667269479529315,На проверку,All Crit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,4% Physical Damage,Спек,Knight of Xoroth,War,Мили-DPS,Rampant,680979,154,154,1,1,0,1,Высокая,0.9,На проверку,Phys Dmg Taken (4%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Knight of Xoroth,War,Мили-DPS,Rampant,680979,154,154,1,1,0,1,Высокая,0.9,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Knight of Xoroth,War,Мили-DPS,Rampant,680979,154,154,1,1,0,1,Высокая,0.9,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Knight of Xoroth,Defiance,Танк,Dread Knight,572860,16,13,0.8125,1,0,1,Высокая,0.9,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Knight of Xoroth,Defiance,Танк,Dread Knight,572860,16,13,0.8125,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,10% Spell Damage,Спек,Knight of Xoroth,Defiance,Танк,Dread Knight,572860,16,13,0.8125,1,0,1,Высокая,0.9,На проверку,Spell Dmg Taken (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Knight of Xoroth,Defiance,Танк,Dread Knight,572860,16,13,0.8125,1,0,1,Высокая,0.9,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Strength,Класс,Guardian,Все специализации класса,Мили-DPS; Саппорт; Танк,Greater Fire Protection,582536,112,81,0.7232142857142857,1,1,0,Высокая,0.8864285714285715,На проверку,Flat Strength,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Nature Resistance,Класс,Guardian,Все специализации класса,Мили-DPS; Саппорт; Танк,Greater Fire Protection,582536,112,81,0.7232142857142857,1,1,0,Высокая,0.8864285714285715,На проверку,Nature,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Reduction (all),Спек,Guardian,Vanguard,Танк,Vanguard's Might,802894,27,27,1,1,0.16,0,Средняя,0.6876,На проверку,Dmg Reduct(-3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Guardian,Vanguard,Танк,Bring Down The Hammer!,705380,27,27,1,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Guardian,Vanguard,Танк,Bring Down The Hammer!,705380,27,27,1,1,0,1,Высокая,0.9,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Guardian,Vanguard,Танк,Bring Down The Hammer!,705380,27,27,1,1,0,1,Высокая,0.9,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,5% Attack Power,Спек,Guardian,Gladiator,Мили-DPS,Greater Fire Protection,582536,33,26,0.7878787878787878,0.3123827392120075,1,0,Средняя,0.7280956848030019,На проверку,Attack Power %,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,4% Physical Damage,Спек,Guardian,Gladiator,Мили-DPS,Deadly Blow,706808,33,33,1,1,0,1,Высокая,0.9,На проверку,Phys Dmg Taken (4%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Guardian,Gladiator,Мили-DPS,Deadly Blow,706808,33,33,1,1,0,1,Высокая,0.9,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Guardian,Gladiator,Мили-DPS,Deadly Blow,706808,33,33,1,1,0,1,Высокая,0.9,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Armor,Спек,Guardian,Inspiration,Саппорт,Hero's March,803524,62,62,1,1,0.845,0,Высокая,0.9,На проверку,Armor (Devo),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Heroism | Bloodlust,Спек,Guardian,Inspiration,Саппорт,Hero's March,803524,62,62,1,1,0.845,0,Высокая,0.9,На проверку,Heroism,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,Resistance Reduction,Спек,Guardian,Inspiration,Саппорт,Harrowing Melody,572821,62,46,0.7419354838709677,1,0,1,Высокая,0.8959139784946237,На проверку,Resistance REDUCTION,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Guardian,Inspiration,Саппорт,Harrowing Melody,572821,62,46,0.7419354838709677,1,0,1,Высокая,0.8959139784946237,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Intellect,Класс,Starcaller,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Greater Arcane Protection,573348,194,166,0.8556701030927835,1,1,0,Высокая,0.9,На проверку,Flat Intellect,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Strong Mana Cooldown,Класс,Starcaller,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Greater Arcane Protection,573348,194,166,0.8556701030927835,1,1,0,Высокая,0.9,На проверку,Burst Mana,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Arcane Resistance,Класс,Starcaller,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Greater Arcane Protection,573348,194,166,0.8556701030927835,1,1,0,Высокая,0.925,На проверку,Arcane,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Critical Strike (all),Спек,Starcaller,Moon Priest,Хилер,Eclipsing Arrows,574154,102,102,1,1,1,0,Высокая,0.9,На проверку,All Crit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,Resistance Reduction,Спек,Starcaller,Moon Priest,Хилер,Scattered Stars,804378,102,100,0.9803921568627451,0.2049065448078486,0,1,Средняя,0.7012266362019621,На проверку,Resistance REDUCTION,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Critical Strike (all),Спек,Starcaller,Warden,Мили-DPS,Greater Arcane Protection,573348,106,57,0.5377358490566038,0.31790199458261514,1,0,Средняя,0.621928328834333,На проверку,All Crit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,Resistance Reduction,Спек,Starcaller,Warden,Мили-DPS,Astral Combatant,805566,106,78,0.7358490566037735,0.9986389266964807,0,0.9871794871794872,Высокая,0.889028381891827,На проверку,Resistance REDUCTION,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Starcaller,Warden,Мили-DPS,Astral Combatant,805566,106,78,0.7358490566037735,0.9986389266964807,0,0.9871794871794872,Высокая,0.889028381891827,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,10% Melee & Range Haste,Спек,Starcaller,Sentinel,Рейндж/кастер,Greater Arcane Protection,573348,76,35,0.4605263157894737,0.18148239349913814,1,0,Низкая,0.5487039317081179,На проверку,Melee/Range Haste (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,Resistance Reduction,Спек,Starcaller,Sentinel,Рейндж/кастер,Starfire Barrage,803264,76,65,0.8552631578947368,1,0,1,Высокая,0.9,На проверку,Resistance REDUCTION,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,10% Spell Damage,Спек,Starcaller,Sentinel,Рейндж/кастер,Starfire Barrage,803264,76,65,0.8552631578947368,1,0,1,Высокая,0.9,На проверку,Spell Dmg Taken (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Reduction (all),Спек,Starcaller,Moon Guard,Танк,Born in Blood,560521,27,8,0.2962962962962963,0.0026656341677711425,1,0,Низкая,0.42078986533206625,На проверку,Dmg Reduct(-3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,Resistance Reduction,Спек,Starcaller,Moon Guard,Танк,Enduring Moon,572181,27,27,1,1,0,1,Высокая,0.9,На проверку,Resistance REDUCTION,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,10% Spell Damage,Спек,Starcaller,Moon Guard,Танк,Enduring Moon,572181,27,27,1,1,0,1,Высокая,0.9,На проверку,Spell Dmg Taken (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Starcaller,Moon Guard,Танк,Enduring Moon,572181,27,27,1,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Starcaller,Moon Guard,Танк,Enduring Moon,572181,27,27,1,1,0,1,Высокая,0.9,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,10% Stats,Класс,Sun Cleric,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Dawnfall,806118,229,223,0.9737991266375546,1,0.7142857142857143,0,Высокая,0.8871428571428572,На проверку,Stats % (Kings),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Attack Power,Класс,Sun Cleric,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Dawnfall,806118,229,223,0.9737991266375546,1,0.7142857142857143,0,Высокая,0.8871428571428572,На проверку,AP Flat (Shout),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Spell Power,Класс,Sun Cleric,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Dawnfall,806118,229,223,0.9737991266375546,1,0.7142857142857143,0,Высокая,0.8871428571428572,На проверку,Spell Power Flat,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Mana Regeneration,Класс,Sun Cleric,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Dawnfall,806118,229,223,0.9737991266375546,1,0.7142857142857143,0,Высокая,0.8871428571428572,На проверку,Mp5,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,5% Resource Reduction,Класс,Sun Cleric,Все специализации класса,Мили-DPS; Рейндж/кастер; Танк; Хилер,Dawnfall,806118,229,223,0.9737991266375546,1,0.7142857142857143,0,Высокая,0.8871428571428572,На проверку,Cost Reduction (5%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,3% Spell Haste,Спек,Sun Cleric,Blessings,Хилер,Faith,804405,58,54,0.9310344827586207,1,0.88,0,Высокая,0.9,На проверку,Spell Haste (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,Resistance Reduction,Спек,Sun Cleric,Blessings,Хилер,Dawnfall,806118,58,56,0.9655172413793104,0.09057737711955355,0,1,Средняя,0.6726443442798884,На проверку,Resistance REDUCTION,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Done (all),Спек,Sun Cleric,Valkyrie,Мили-DPS,Dawnfall,806118,196,184,0.9387755102040817,0.6444803725021018,0.7307692307692307,0,Средняя,0.8041970162024485,На проверку,All Damage Done (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,Resistance Reduction,Спек,Sun Cleric,Valkyrie,Мили-DPS,Sunslam,807973,196,181,0.923469387755102,1,0,1,Высокая,0.9,На проверку,Resistance REDUCTION,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Sun Cleric,Valkyrie,Мили-DPS,Sunslam,807973,196,181,0.923469387755102,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Replenishment,Спек,Sun Cleric,Piety,Рейндж/кастер,Dawnfall,806118,65,63,0.9692307692307692,0.18676841492595228,0.7,0,Средняя,0.6786921037314881,На проверку,Replenishment,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,Resistance Reduction,Спек,Sun Cleric,Piety,Рейндж/кастер,Purgation,806025,65,59,0.9076923076923077,1,0,1,Высокая,0.9,На проверку,Resistance REDUCTION,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Hit,Спек,Sun Cleric,Piety,Рейндж/кастер,Purgation,806025,65,59,0.9076923076923077,1,0,1,Высокая,0.9,На проверку,Spell Hit (3%) DEBUFF,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Sun Cleric,Piety,Рейндж/кастер,Purgation,806025,65,59,0.9076923076923077,1,0,1,Высокая,0.9,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,6% Healing Done,Спек,Sun Cleric,Seraphim,Танк,Dawnfall,806118,33,32,0.9696969696969697,0.047636293086723146,0.7,0,Средняя,0.6439090732716808,На проверку,6% Healing Taken,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Defensive Cooldown (Raid-Wide),Спек,Sun Cleric,Seraphim,Танк,Dawnfall,806118,33,32,0.9696969696969697,0.047636293086723146,0.7,0,Средняя,0.6439090732716808,На проверку,Raid Wall (Divine Sac),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Sun Cleric,Seraphim,Танк,Justicar's Wrath,572067,33,32,0.9696969696969697,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Sun Cleric,Seraphim,Танк,Justicar's Wrath,572067,33,32,0.9696969696969697,1,0,1,Высокая,0.9,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Damage Done Reduction (5%),Спек,Sun Cleric,Seraphim,Танк,Justicar's Wrath,572067,33,32,0.9696969696969697,1,0,1,Высокая,0.9,На проверку,Damage done debuff (5%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,10% Stats,Класс,Templar,Все специализации класса,Мили-DPS; Танк,Harmonic Disposition,560653,211,175,0.8293838862559242,1,0.92,0,Высокая,0.9,На проверку,Stats % (Kings),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Agility,Класс,Templar,Все специализации класса,Мили-DPS; Танк,Harmonic Disposition,560653,211,175,0.8293838862559242,1,0.92,0,Высокая,0.9,На проверку,Flat Agility,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,10% Melee & Range Haste,Спек,Templar,Zealot,Мили-DPS,Harmonic Disposition,560653,43,17,0.3953488372093023,0.06419634050381798,0.84,0,Низкая,0.4863591626453343,На проверку,Melee/Range Haste (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Templar,Zealot,Мили-DPS,Iron Penance,523713,43,42,0.9767441860465116,1,0,1,Высокая,0.9,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Done (all),Спек,Templar,Crusader,Мили-DPS,Harmonic Disposition,560653,169,110,0.650887573964497,0.644362802141171,0.92,0,Средняя,0.760873738010638,На проверку,All Damage Done (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Templar,Crusader,Мили-DPS,Divine Strikes,803372,169,156,0.9230769230769231,1,0,1,Высокая,0.9,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,5% Attack Power,Спек,Templar,Oathkeeper,Танк,Barrier of Light,805417,73,63,0.863013698630137,1,0.8636363636363636,0,Высокая,0.9,На проверку,Attack Power %,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,6% Healing Done,Спек,Templar,Oathkeeper,Танк,Barrier of Light,805417,73,63,0.863013698630137,1,0.8636363636363636,0,Высокая,0.9,На проверку,6% Healing Taken,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Defensive Cooldown (Raid-Wide),Спек,Templar,Oathkeeper,Танк,Barrier of Light,805417,73,63,0.863013698630137,1,0.8636363636363636,0,Высокая,1,На проверку,Raid Wall (Divine Sac),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Cast Speed Slow,Спек,Templar,Oathkeeper,Танк,Sacred Swing,301061,73,66,0.9041095890410958,1,0,0.9848484848484849,Высокая,0.895909090909091,На проверку,Cast Slow 30%,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Templar,Oathkeeper,Танк,Sacred Swing,301061,73,66,0.9041095890410958,1,0,0.9848484848484849,Высокая,0.895909090909091,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Minor Armor and All Stats,Класс,Primalist,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт; Танк,Grove Guardian,505208,231,176,0.7619047619047619,1,0.9069264069264069,0,Высокая,0.9,На проверку,Stats Flat + Armor (MotW),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Small Resistances (all),Класс,Primalist,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт; Танк,Grove Guardian,505208,231,176,0.7619047619047619,1,0.9069264069264069,0,Высокая,0.9,На проверку,Small All Resist,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Agility,Класс,Primalist,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт; Танк,Grove Guardian,505208,231,176,0.7619047619047619,1,0.9069264069264069,0,Высокая,0.9,На проверку,Flat Agility,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Spirit,Класс,Primalist,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт; Танк,Grove Guardian,505208,231,176,0.7619047619047619,1,0.9069264069264069,0,Высокая,0.9,На проверку,Flat Spirit,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Nature Resistance,Класс,Primalist,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт; Танк,Grove Guardian,505208,231,176,0.7619047619047619,1,0.9069264069264069,0,Высокая,0.9,На проверку,Nature,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Arcane Resistance,Класс,Primalist,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт; Танк,Grove Guardian,505208,231,176,0.7619047619047619,1,0.9069264069264069,0,Высокая,0.9,На проверку,Arcane,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,5% Attack Power,Спек,Primalist,Wildwalker,Мили-DPS,Protective Roar,802782,77,53,0.6883116883116883,0.32287414965986394,0.7391304347826086,0,Средняя,0.6955500826812939,На проверку,Attack Power %,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,4% Physical Damage,Спек,Primalist,Wildwalker,Мили-DPS,Torn to Shreds,560313,77,77,1,1,0,1,Высокая,0.9,На проверку,Phys Dmg Taken (4%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,30% Bleed Damage,Спек,Primalist,Wildwalker,Мили-DPS,Torn to Shreds,560313,77,77,1,1,0,1,Высокая,0.9,На проверку,Bleed Dmg Taken (30%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Replenishment,Спек,Primalist,Mountain King,Танк,Grove Guardian,505208,42,31,0.7380952380952381,0.09559129998383845,0.9090909090909091,0,Средняя,0.6678660789642137,На проверку,Replenishment,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,4% Physical Damage,Спек,Primalist,Mountain King,Танк,Raging Earth,681089,42,42,1,1,0,1,Высокая,0.9,На проверку,Phys Dmg Taken (4%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Primalist,Mountain King,Танк,Raging Earth,681089,42,42,1,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
